date_idx,num_tweets,text
331,10,rex tillerson never threatened to resign . this is fake news put out by nbcnews . low news and reporting standards . no verification from me . stock market hits an all time high ! unemployment lowest in 16 years ! business and manufacturing enthusiasm at highest level in decades ! why isn't the senate intel committee looking into the fake news networks in our country to see why so much of our news is just made up fake ! thank you ! https : t . co ymuqsvvtsbso wonderful to be in las vegas yesterday and meet with people from police to doctors to the victims themselves who i will never forget ! rt abc : pres . trump : we cannot be defined by the evil that threatens us or the violence that incites such terror . https : t . co edubjdysi rt scavino45 : . potus amp ; flotus w lvmpd officer cook 2nd day on job received gunshot wound to the right chest amp ; right arm saving live rt scavino45 : . potus realdonaldtrump and flotus melania visit with umcsn patient tiffany huizarin las vegas earlier today . vegasstron rt foxnews : geraldo blasts 'fake news ' reports about trump 's visit to puerto rico https : t . co 9jo0d3bmveon behalf of a grateful nation thank you to all of the first responders heroes who saved countless lives in las vegas on sunday night . https : t . co zxumywnnhv
332,3,rt foxbusiness : stockalert : u . s . markets since the election https : t . co 1kwamjuizort scavino45 : . potus realdonaldtrump in the oval office w senior u . s . military leaders prior to dinner hosted by the president amp ; first l ralph northamwho is running for governor of virginiais fighting for the violent ms 13 killer gangs amp ; sanctuary cities . vote ed gillespie !
333,12,leaving the white house for the great state of north carolina . big progress being made on many fronts ! thanks for your support ! https : t . co iqum1rfqso . . . hasn't worked agreements violated before the ink was dry makings fools of u . s . negotiators . sorry but only one thing will work ! presidents and their administrations have been talking to north korea for 25 years agreements made and massive amounts of money paid . . . . . . will be joining govmikehuckabee tonight at 8pme on tbn . enjoy ! https : t . co y5hgppyzflour great team at fema is prepared for hurricanenate . everyone in la ms al and fl please listen to your local authorities amp ; be safe ! . nbcnews is so knowingly inaccurate with their reporting . the good news is that the people get it which is really all that matters ! not 1i called chuck schumer yesterday to see if the dems want to do a great healthcare bill . obamacare is badly broken big premiums . who knows ! more and more people are suggesting that republicans and me should be given equal time on t . v . when you look at the one sided coverage ? late night host are dealing with the democrats for their very unfunny amp ; repetitive material always anti trump ! should we get equal time ? . . . contributions . the rnc is taking in far more 's than the dems and much of it by my wonderful small donors . i am working hard for them ! can't believe i finally got a good story in the washingtonpost . it discusses the enthusiasm of trump voters through campaign . . . .
334,11,the republican party is racking up record amounts of small dollar donations fueled by trump supporters . . . . . nypost thank you ! nobody could have done what i ve done for puertorico with so little appreciation . so much work ! https : t . co k2jakipfjibob corker gave us the iran deal amp ; that 's about it . we need healthcare we need tax cuts reform we need people that can get the job done ! rt opinionsamerica : realdonaldtrump strong administration leads to a strong response . fema and first responders are working hard yet again on hurricane nate . military helping . very much under control ! i asked vp pence to leave stadium if any players kneeled disrespecting our country . i am proud of him and secondlady karen . . . . hence i would fully expect corker to be a negative voice and stand in the way of our great agenda . didn't have the guts to run ! . . my endorsement . he also wanted to be secretary of state i said no thanks . he is also largely responsible for the horrendous iran deal ! senator bob corker begged me to endorse him for re election in tennessee . i said no and he dropped out said he could not win without . . . lasvegasstrong usa https : t . co 4igwdl4kiart realdonaldtrump : more and more people are suggesting that republicans and me should be given equal time on t . v . when you look at the
335,3,president donald j . trump proclaims october 9 2017 as columbusday https : t . co cbqrst4ln4the trip by vp pence was long planned . he is receiving great praise for leaving game after the players showed such disrespect for country ! our country has been unsuccessfully dealing with north korea for 25 years giving billions of dollars amp ; getting nothing . policy didn't work !
336,11,my great honor to host the 2017 back to back stanleycup champion pittsburgh penguins at the wh with flotus today ! https : t . co qyt4bchvur https : t . co rbwgmhmnpxrt israelusaforevr : realdonaldtrump https : t . co dbvwkddesdthe failing nytimes set liddle ' bob corker up by recording his conversation . was made to sound a fool and that 's what i am dealing with ! highly respected author christopher bedford just came out with book the art of the donald lessons from america 's . . . . really good book ! with jemele hill at the mike it is no wonder espn ratings have tanked in fact tanked so badly it is the talk of the industry ! since congress can't get its act together on healthcare i will be using the power of the pen to give great healthcare to many people fastthe problem with agreeing to a policy on immigration is that the democrats don't want secure bordersthey don't care about safety for u . s . a . why is the nfl getting massive tax breaks while at the same time disrespecting our anthem flag and country ? change tax law ! rt ivankatrump : . realdonaldtrump stock market rally is close to becoming the greatest in 85 years https : t . co 5wlza82mijwe have just begun ! https : t . co x8psdeb2ura big salute to jerry jones owner of the dallas cowboys who will bench players who disrespect our flag . stand for anthem or sit for game !
337,15,joining seanhannity tonight at 9pme on foxnews . enjoy ! https : t . co rcfijus5rwwe need a tax system that is fair to working families amp ; that encourages companies to stay in america grow in america and hire in america https : t . co u9zgijgle3i will be interviewed tonight on foxnews by seanhannity at 9pme . enjoy ! join me live at 5 : 45pme from harrisburg pennsylvania ! taxreform usa https : t . co fduemprtce https : t . co 1mmjl1hnplrt realdonaldtrump : happy to announce we are awarding 1m to las vegas in order to help local law enforcement working ot to respond to l happy to announce we are awarding 1m to las vegas in order to help local law enforcement working ot to respond to last sunday s tragedy . with all of the fake news coming out of nbc and the networks at what point is it appropriate to challenge their license ? bad for country ! fake nbcnews made up a story that i wanted a tenfold increase in our u . s . nuclear arsenal . pure fiction made up to demean . nbc cnn ! it is about time that roger goodell of the nfl is finally demanding that all players stand for our great national anthem respect our countrythe democrats want massive tax increases amp ; soft crime producing borders . the republicans want the biggest tax cut in history amp ; the wall ! it would be really nice if the fake news media would report the virtually unprecedented stock market growth since the election . need tax cuts . . . if congress gives us the massive tax cuts and reform i am asking for those numbers will grow by leaps and bounds . magastock market has increased by 5 . 2 trillion dollars since the election on november 8th a 25 increase . lowest unemployment in 16 years and . . . . . fired . this story is totally made up by the dishonest media . the chief is doing a fantastic job for me and more importantly for the usa ! the fake news is at it again this time trying to hurt one of the finest people i know general john kelly by saying he will soon be . . . . .
338,12,happy nationalfarmersday ! https : t . co dn39r1imla https : t . co qbug1pztaiwe need a tax system that is fair to working families amp ; that encourages companies to stay in america grow in america and hire in america ! https : t . co ddi1ywi7yzthe time has come to take action to improve access increase choices and lower costs for healthcare ! https : t . co mz5fdvetvh https : t . co ddzlskunsethe fake news is going all out in order to demean and denigrate ! such hatred ! . . . we cannot keep fema the military amp ; the first responders who have been amazing under the most difficult circumstances in p . r . forever ! . . . accountability say the governor . electric and all infrastructure was disaster before hurricanes . congress to decide how much to spend . . . . puerto rico survived the hurricanes now a financial crisis looms largely of their own making . says sharyl attkisson . a total lack of . . . . . clips from tax speech and seanhannity on foxandfriends now . have a great day ! rt realdonaldtrump : i will be interviewed tonight on foxnews by seanhannity at 9pme . enjoy ! in even the darkest moments the light of our people has shown through their goodness their courage and their love . usa https : t . co 8jk8am2a1lrt realdonaldtrump : i will be interviewed tonight on foxnews by seanhannity at 9pme . enjoy ! network news has become so partisan distorted and fake that licenses must be challenged and if appropriate revoked . not fair to public !
339,13,weeklyaddress https : t . co riqeibnwk2today i announced our strategy to confront the iranian regime s hostile actions and to ensure that they never acquire a nuclear weapon . https : t . co n4isdjuedcconsumer confidence soars to highest level since 2004 https : t . co rvxcpafi2a https : t . co u8ms9k45fxin america we don't worship government we worship god . valuesvoterssummit https : t . co yq3idlwylki have no greater privilege than to serve as your commander in chief . happy birthday to the incredible men and women usnavy ! 242navybday https : t . co qcdb4u8cqathe wonderful people of puerto rico with their unmatched spirit know how bad things were before the h 's . i will always be with them ! hard to believe that the democrats who have gone so far left that they are no longer recognizable are fighting so hard for sanctuary crimeobamacare is a broken mess . piece by piece we will now begin the process of giving america the great healthcare it deserves ! sadly they and others are fake news and the public is just beginning to figure it out ! https : t . co 8b8aya7v1srt billoreilly : a free press is vital to protecting all americans . a corrupt press damages the republic . the democrats obamacare is imploding . massive subsidy payments to their pet insurance companies has stopped . dems should call me to fix ! it is time to take care of our country to rebuild our communities and to protect our great american workers ! taxreform https : t . co fejgjt4xp9people are just now starting to find out how dishonest and disgusting fakenews nbcnews is . viewers beware . may be worse than even cnn !
340,14,rt foxnews : tonight on justice judgejeanine talks to special guests erictrump and laraleatrump tune in at 9p et on fox news channe rt erictrump : . laraleatrump and i look forward to being on judgejeanine tonight at 9pm ! foxnews makeamericagreatagain https : t rt mike pence : we are heading to virginia . looking forward to supporting my friend edwgillespie . he will make a great governor for the co the democrats in the southwest part of virginia have been abandoned by their party . republican ed gillespie will never let you down ! very proud of my executive order which will allow greatly expanded access and far lower costs for healthcare . millions of people benefit ! health insurance stocks which have gone through the roof during the obamacare years plunged yesterday after i ended their dems windfall ! rt realdonaldtrump : consumer confidence soars to highest level since 2004 https : t . co rvxcpafi2a https : t . co u8ms9k45fxrt rightlynews : realdonaldtrump loudobbs trust in the media is at the lowest level in all of u . s . history . the american people see throu rt rightlynews : realdonaldtrump loudobbs it is not a coincidence that the economy boomed immediately after the 2016 election . such a wonderful statement from the great loudobbs . we take up what may be the most accomplished presidency in modern american history . obamacare is causing such grief and tragedy for so many . it is being dismantled but in the meantime premiums amp ; deductibles are way up ! money pouring into insurance companies profits under the guise of obamacare is over . they have made a fortune . dems must get smart amp ; deal ! many people talking with much agreement on my iran speech today . participants in the deal are making lots of money on trade with iran ! starting to develop a much better relationship with pakistan and its leaders . i want to thank them for their cooperation on many fronts .
341,2,. . . approvals of the keystone xl amp ; dakota access pipelines . also look at the recent epa cancelations amp ; our great new supreme court justice ! the failing nytimes in a story by peter baker should have mentioned the rapid terminations by me of tpp amp ; the paris accord amp ; the fast . . . .
342,9,always great to see the wonderful people of south carolina . thank you for the beautiful welcome at greenville spartanburg int'l airport ! https : t . co mao9nc0stei was recently asked if crooked hillary clinton is going to run in 2020 ? my answer was i hope so ! the u . s . has gained more than 5 . 2 trillion dollars in stock market value since election day ! also record business enthusiasm . since election day on november 8 the stock market is up more than 25 unemployment is at a 17 year low amp ; companies are coming back to u . s . dem senator schumer hated the iran deal made by president obama but now that i am involved he is ok with it . tell that to israel chuck ! the democrats only want to increase taxes and obstruct . that 's all they are good at ! art laffer just said that he doesn't know how a democrat could vote against the big tax cut reform bill and live with themselves ! foxnewsrt abcnewsradio : global fund championed by ivanka trump to help women entrepreneurs begins operations https : t . co jumsy3on4x https : t . co rt mike pence : . edwgillespie is fighting to grow the economy amp ; cut taxes ! he s fighting for a safer va . and he s is fighting for affordab
343,9,wow ! https : t . co ekfrktnvuyborder wall prototypes underway ! https : t . co arfno80zmoany increase in obamacare premiums is the fault of the democrats for giving us a product that never had a chance of working . so much fake news being put in dying magazines and newspapers . only place worse may be nbcnews cbsnews abc and cnn . fiction writers ! it was my great honor to welcome prime minister alexis tsipras of greece to the wh today ! https : t . co bn1vm6fyw9 https : t . co j0romft3yl https : t . co mpe5hwfcz1join me live from the rose garden at 1 : 30pme with prime minister alexis tsipras of greece . https : t . co bn1vm6fyw9 https : t . co dzb4mdbkpidow passes 23000 for the first time fueled by strong earnings dow23k https : t . co wnkrddylb9 https : t . co wlp0ncncourep . tom marino has informed me that he is withdrawing his name from consideration as drug czar . tom is a fine man and a great congressman ! rt scavino45 : u . s . markets from election day since 11 8 2016 https : t . co htjhrznqkj
344,17,. danaperino amp ; bradthorthank you so much for the wonderful compliment . working hard ! maga https : t . co akwlsmscvh20000 21000 22000 23000 this year . . . four one thousand milestones this year . . . dow23k maga https : t . co gq5f2evveithis is what real pride in our country is all about ! usa https : t . co kyv866prde . nfl : too much talk not enough action . stand for the national anthem . iran hides behind its assertion of technical compliance w the nuclear deal while it brazenly violates the other limits . . amb . nikkihaley https : t . co xvhgx7d1ctit was an honor to welcome republican and democratic members of the senate finance committee to the whitehouse today . taxreform https : t . co ge4xic9fidour hearts are with all affected by the wildfires in california . god bless our brave first responders and fema team . we support you ! https : t . co yaopbavi5lthe current tax code is a burden on american taxpayers amp ; harmful to job creators . americans need taxreform ! more : https : t . co qxyiyifwco https : t . co ngijjoc3tpi am supportive of lamar as a person amp ; also of the process but i can never support bailing out ins co 's who have made a fortune w o'care . democrat congresswoman totally fabricated what i said to the wife of a soldier who died in action and i have proof . sad ! the nfl has decided that it will not force players to stand for the playing of our national anthem . total disrespect for our great country ! as it has turned out james comey lied and leaked and totally protected hillary clinton . he was the best thing that ever happened to her ! the democrats will only vote for tax increases . hopefully all senate republicans will vote for the largest tax cuts in u . s . history . . . . people not interviewed including clinton herself . comey stated under oath that he didn't do this obviously a fix ? where is justice dept ? wow fbi confirms report that james comey drafted letter exonerating crooked hillary clinton long before investigation was complete . many . . the most important truth our founders understood was : freedom is not a gift from govt . freedom is a gift from god . https : t . co rmazgt8sug https : t . co srpavwrt2rthank you heritage ! this is our once in a generation opportunity to revitalize our economy revive our industry amp ; renew the american dream ! https : t . co hi30nojsgo
345,7,it was great to have governor ricardorossello of puertorico with us at the whitehouse today . we are with you ! prstrong https : t . co op2xdzxvncrt usarmy333 : 804streetmedia realdonaldtrump he s done more in 9 months then obama did in8 yrs . foxandfriends russia sent millions to clinton foundation workers of firm involved with the discredited and fake dossier take the 5th . who paid for it russia the fbi or the dems or all ? uranium deal to russia with clinton help and obama administration knowledge is the biggest story that fake media doesn't want to follow ! republicans are going for the big budget approval today first step toward massive tax cuts . i think we have the votes but who knows ? 46 of americans think the media is inventing stories about trump amp ; his administration . foxnews it is actually much worse than this !
346,11,great book just out a place called heaven by dr . robert jeffress a wonderful man ! this is a once in a generation opportunity to offer historic tax relief to the american people ! join me today : https : t . co 9czcjdbmvw https : t . co s3kxpvbyihtoday it was an honor to have unsecretary general antonioguterres at the whitehouse . speaking for the u . s . a . we appreciate all you do ! https : t . co sk0jcazzxwthank you geraldorivera foxandfriends . agree ! https : t . co 8czldabgzwjust out report : united kingdom crime rises 13 annually amid spread of radical islamic terror . not good we must keep america safe ! . . . . this now allows for the passage of large scale tax cuts and reform which will be the biggest in the history of our country ! the budget passed late last night 51 to 49 . we got zero democrat votes with only rand paul he will vote for tax cuts voting against . . . . . great news on the 2018 budget senatemajldr mcconnell first step toward delivering massive tax cuts for the american people ! taxreform https : t . co abzqr7kr0cbig ratings getter seanhannity and apprentice champion john rich are right now going on stage in las vegas for vegasstrong . great show ! the fake news is going crazy with wacky congresswoman wilson d who was secretly on a very personal call and gave a total lie on content ! keep up the great work . i am with you 100 ! isis is losing its grip . . . army colonel ryan dilloncjtf oirhttps : t . co jvguvv5mzm https : t . co pscxg38cts
347,12,i agree getting tax cuts approved is important we will also get healthcare but perhaps no administration has done more in its first . . . . . just out but lightly reported : fewest jobless claims since 1973 show firm u . s . job market lowest since march 1973 . bpoliticscrooked hillary clinton spent hundreds of millions of dollars more on presidential election than i did . facebook was on her side not mine ! keep hearing about tiny amount of money spent on facebook ads . what about the billions of dollars of fake news on cnn abc nbc amp ; cbs ? officials behind the now discredited dossier plead the fifth . justice department and or fbi should immediately release who paid for it . trump hails liberation of raqqa as critical breakthrough in anti isis campaign https : t . co 2eoyxjb7h0stock market hits another all time high on friday . 5 . 3 trillion dollars up since election . fake news doesn't spent much time on this ! people get what is going on ! https : t . co pdg7vqqv6mrt iamvicky4trump : tune in : maria bartiromo has an exclusive interview with president trump https : t . co h5vujwy78osubject to the receipt of further information i will be allowing as president the long blocked and classified jfk files to be opened . i hope the fake news media keeps talking about wacky congresswoman wilson in that she as a representative is killing the democrat party ! budget that just passed is a really big deal especially in terms of what will be the biggest tax cut in u . s . history msm barely covered !
348,5,it is finally sinking through . 46 of people believe major national news orgs fabricate stories about me . fake news even worse ! lost cred . wacky congresswoman wilson is the gift that keeps on giving for the republican party a disaster for dems . you watch her in action amp ; vote r ! doing interview today with maria bartiromo at 10 : 00 a . m . on foxnews enjoy ! . . . 2nd amendment strong military isis historic va improvement supreme court justice record stock market lowest unemployment in 17 yrs ! . . . 9 months than this administration . over 50 legislation approvals massive regulation cuts energy freedom pipelines border security . . . .
349,4,we will never forget the 241 american service members killed by hizballah in beirut . they died in service to our nation . https : t . co baqzda3s2ei had a very respectful conversation with the widow of sgt . la david johnson and spoke his name from beginning without hesitation ! two dozen nfl players continue to kneel during the national anthem showing total disrespect to our flag amp ; country . no leadership in nfl ! there will be no change to your 401 k . this has always been a great and popular middle class tax break that works and it stays !
350,8,so nice being with republican senators today . multiple standing ovations ! most are great people who want big tax cuts and success for u . s . president donald j . trump proclaims october 24 2017 as united nations day read more : https : t . co cyraqakhy2 https : t . co hvd0klylbkstock market just hit another record high ! jobs looking very good . . . . the entire world was laughing and taking advantage of us . people like liddle ' bob corker have set the u . s . way back . now we move forward ! sen . corker is the incompetent head of the foreign relations committee amp ; look how poorly the u . s . has done . he doesn't have a clue as . . . . . isn't it sad that lightweight senator bob corker who couldn't get re elected in the great state of tennessee will now fight tax cuts plus ! . . . corker dropped out of the race in tennesse when i refused to endorse him and now is only negative on anything trump . look at his record ! bob corker who helped president o give us the bad iran deal amp ; couldn't get elected dog catcher in tennessee is now fighting tax cuts . . . .
351,13,interview with loudobbs coming up at 7pme on foxbusiness . enjoy ! https : t . co 9v9z015kvltexas govabbott amp ; lt . gov . danpatrickthank you for todays briefing on hurricane recovery efforts here in tx . keep up the great work ! https : t . co rbel6iwrjlthe long anticipated release of the jfkfiles will take place tomorrow . so interesting ! melania and i look forward to being with president xi amp ; madame peng liyuan in china in two weeks for what will hopefully be a historic trip ! https : t . co ufmonzza7nspoke to president xi of china to congratulate him on his extraordinary elevation . also discussed noko amp ; trade two very important subjects ! just interviewed by loudobbs . will be aired tonight at 7pme on foxbusiness . dobbscongrats to reince priebus a really good and talented man . we re proud of you reince ! https : t . co 7asjamrsnvmake america great again ! https : t . co cbewjsq1a3jeff flake with an 18 approval rating in arizona said a lot of my colleagues have spoken out . really they just gave me a standing o ! working hard on the biggest tax cut in u . s . history . great support from so many sides . big winners will be the middle class business amp ; jobsthe meeting with republican senators yesterday outside of flake and corker was a love fest with standing ovations and great ideas for usa ! the reason flake and corker dropped out of the senate race is very simple they had zero chance of being elected . now act so hurt amp ; wounded ! clinton campaign amp ; dnc paid for research that led to the anti trump fake news dossier . the victim here is the president . foxnews
352,11,effective today my administration officially declared the opioidcrisis a national public health emergency under federal law . https : t . co yosoburdcwbig news budget just passed ! do not underestimate the unity within the republican party ! ed gillespie will be a great governor of virginia . his opponent doesn't even show up to meetings work and will be very weak on crime ! ed gillespie will turn the really bad virginia economy 's around and fast . strong on crime he might even save our great statues heritage ! rt seanhannity : boom ! ! tick tock https : t . co 8e2lvj3ttawill be another sean success ! https : t . co slntenvjlart pchowka : fox news with hannity 's help regains its ratings dominance by peter barry chowka at the hagmann report https : t . co icdmczregu together we will make america great again ! americafirst https : t . co ajic3flnkithis will be the biggest tax cut in the history of our country and we need it ! taxreform read more : https : t . co o3w9bjkz5k https : t . co jyckxwemlurt ivankatrump : working families need taxreform amp ; the time is now . this administration is committed to ensuring all americans can thrive
353,15,happy birthday theleegreenwood ! flashbackfriday https : t . co mcrmk6eurmpeople are anxiously awaiting my decision as to who the next head of the fed will be . . . . https : t . co pej1knycao . foxnews chris wallace : more evidence of dem collusion with russia than gop https : t . co nacqerjsiuwe are inspired by the stories of everyday heroes who pull their communities from the depths of despair through leadership and love . https : t . co dl3oan4fm7diane black of tennessee the highly respected house budget committee chairwoman did a great job in passing budget setting up big tax cutsthank you flgovscott . https : t . co rgdu9plvfkit is now commonly agreed after many months of costly looking that there was no collusion between russia and trump . was collusion with hc ! happy birthday to the great theleegreenwood . you and your beautiful song have made such a difference . make america great again ! jfk files are being carefully released . in the end there will be great transparency . it is my hope to get just about everything to public ! happy birthday to the great leegreenwood83 . you and your beautiful song have made such a difference . make america great again ! good luck to joy villa on her decision to enter the wonderful world of politics . she has many fans ! congratulations to speakerryan gopleader stevescalise and to the republican party on budget passage yesterday . now for biggest tax cutsthank you foxandfriends . really great job and show ! wacky amp ; totally unhinged tom steyer who has been fighting me and my make america great again agenda from beginning never wins elections ! working together we will defeat this opioidepidemic amp ; free our nation from the terrible affliction of drug abuse . https : t . co iazjqgmwav https : t . co mzi5uqn4oz
354,11,jfk files are released long ahead of schedule ! while not at all presidential i must point out that the sloppy michael moore show on broadway was a total bomb and was forced to close . sad ! happy firstrespondersday to all of our heroes out there . we are forever grateful to you for your service sacrifice and courage 24 7 365 ! https : t . co voctlyoeyw . . . in order to put any and all conspiracy theories to rest . . . . addresses of any mentioned person who is still living . i am doing this for reasons of full disclosure transparency and . . . after strict consultation with general kelly the cia and other agencies i will be releasing all jfkfiles other than the names and . . . today is national prescription drug take back day . everyone can help fight the opioidepidemic by participating ! https : t . co onobtwoaon https : t . co cyg11dnxh7just read the nice remarks by president jimmy carter about me and how badly i am treated by the press fake news . thank you mr . president ! very little reporting about the great gdp numbers announced yesterday 3 . 0 despite the big hurricane hits . best consecutive q 's in years ! what happened how team hillary played the press for fools on russia https : t . co gqpiidk017now we know ! https : t . co sgwl1hzmki jfkfiles https : t . co anpbsjfh3j
355,6,all of this russia talk right when the republicans are making their big push for historic tax cuts amp ; reform . is this coincidental ? not ! . . . are now fighting back like never before . there is so much guilt by democrats clinton and now the facts are pouring out . do something ! . . . collusion which doesn't exist . the dems are using this terrible and bad for our country witch hunt for evil politics but the r 's . . . . . . the uranium to russia deal the 33000 plus deleted emails the comey fix and so much more . instead they look at phony trump russia . . . . never seen such republican anger amp ; unity as i have concerning the lack of investigation on clinton made fake dossier now 12000000 ? . . . . as usual the obamacare premiums will be up the dems own it but we will repeal amp ; replace and have great healthcare soon after tax cuts !
356,4,. . . . also there is no collusion ! sorry but this is years ago before paul manafort was part of the trump campaign . but why aren't crooked hillary amp ; the dems the focus ? ? ? ? ? great job by michaelcaputo on foxandfriends . report out that obama campaign paid 972000 to fusion gps . the firm also got 12400000 really ? from dnc . nobody knows who ok'd !
357,15,my thoughts condolences and prayers to the victims and families of the new york city terrorist attack . god and your country are with you ! we must not allow isis to return or enter our country after defeating them in the middle east and elsewhere . enough ! in nyc looks like another attack by a very sick and deranged person . law enforcement is following this closely . not in the u . s . a . ! u . s . coal productionup 7 . 8 past year . down 31 . 5 last 10 years . endingwaroncoal https : t . co xr20obb2dv home prices reach new all time highs in august read more : https : t . co xzjizggq8r https : t . co stbtr6mo2jconsumer confidence hits highest level since december 2000 read more : https : t . co w7wkcobfun https : t . co nlo5xcnuixrt ivankatrump : we're working to make tax cuts amp ; the expanded child tax credit a reality for american families . the time is now ! taxrefor wishing everyone a safe and happy halloween ! halloween2017 https : t . co brpgxvri8ythank you luisriveramarin ! https : t . co bk7sdv9phu statement by president trump on the apprehension of mustafa al imam for his alleged role in benghazi attacks https : t . co 2u7wjmfglm . . . . earth shattering . he and his brother could drain the swamp which would be yet another campaign promise fulfilled . fake news weak ! the biggest story yesterday the one that has the dems in a dither is podesta running from his firm . what he know about crooked dems is . . . . i hope people will start to focus on our massive tax cuts for business jobs and the middle class in addition to democrat corruption ! . . . . came to the campaign . few people knew the young low level volunteer named george who has already proven to be a liar . check the dems ! the fake news is working overtime . as paul manaforts lawyer said there was no collusion and events mentioned took place long before he . . .
358,15,chain migration must end now ! some people come in and they bring their whole family with them who can be truly evil . not acceptable ! https : t . co pqgettdrtx senatemajldr senategop . . . and appeals court judges at a record clip ! our courts are rapidly changing for the better ! thanks to senatemajldr mcconnell and the senategop we are appointing high quality federal district . . . thank you to the great nypd first responders and all govt officials for having handled the terrible west side attack so professionally ! https : t . co impidozjan nygovcuomo nycmayor . . . fully supports any and all of their efforts with respect to the west side attack . nycstrongjust spoke with nygovcuomo and nycmayor de blasio to let them know that the federal government . . . we mourn the horrifying terrorist attack in nyc . all of america is praying and grieving for the families who lost their precious loved ones . https : t . co wzfhxoje3k . . . . for the middle class . the house and senate should consider asap as the process of final approval moves along . push biggest tax cuts everwouldn't it be great to repeal the very unfair and unpopular individual mandate in obamacare and use those savings for further tax cuts . . . . . nycstrong usa https : t . co 6k3xw5p87dsenator chuck schumer helping to import europes problems said col . tony shaffer . we will stop this craziness ! foxandfriendswe are fighting hard for merit based immigration no more democrat lottery systems . we must get much tougher and smarter . foxandfriendsthe terrorist came into our country through what is called the diversity visa lottery program a chuck schumer beauty . i want merit based . i have just ordered homeland security to step up our already extreme vetting program . being politically correct is fine but not for this ! the republican house members are working hard and late toward the massive tax cuts that they know you deserve . these will be biggest ever !
359,14,today it was my pleasure and great honor to announce my nomination of jerome powell to be the next chairman of the federalreserve . https : t . co 6adury3zwsbroadcom 's move to america 20 billion of annual rev into u . s . a . 3 billion yr . in research engineering amp ; 6 billion yr . in manufacturing . https : t . co nsj4ptvttltoday we are thrilled to welcome broadcom ceo hock tan to the wh to announce he is moving their hq s from singapore back to the u . s . a . . . . . https : t . co wrquxbndyzcongress must end chain migration so that we can have a system that is security based ! we need to make america safe ! usa https : t . co d7l1yw5ivyi am calling on congress to terminate the diversity visa lottery program that presents significant vulnerabilities to our national security . https : t . co tw4woli4vucongratulations to the houston astros 2017 worldseries champions houstonstrong earnhistory https : t . co bp7oezdhfi . . . there is also something appropriate about keeping him in the home of the horrible crime he committed . should move fast . death penalty ! would love to send the nyc terrorist to guantanamo but statistically that process takes much longer than going through the federal system . . . nyc terrorist was happy as he asked to hang isis flag in his hospital room . he killed 8 people badly injured 12 . should get death penalty ! great mtg w cabinet today . tomorrow i will be announcing the new head of the fed . i think you will be extremely impressed by this person ! https : t . co 5asjvlgaighappy birthday to garyplayer a truly great champion and person ! it is finally happening for our great clean coal miners ! https : t . co suanjs6cczthe united states will be immediately implementing much tougher extreme vetting procedures . the safety of our citizens comes first ! just spoke to president macri of argentina about the five proud and wonderful men killed in the west side terror attack . god be with them !
360,20,getting ready to land in hawaii . looking so much forward to meeting with our great military veterans at pearl harbor ! the decision on sergeant bergdahl is a complete and total disgrace to our country and to our military . jobs jobs jobs ! https : t . co twunktgbnbthe rigged dem primary one of the biggest political stories in years got zero coverage on fake news network tv last night . disgraceful ! just took off for ceremony pearl harbor . will then be heading to japan skorea china vietnam amp ; the philippines . will never let you down ! i always felt i would be running and winning against bernie sanders not crooked h without cheating i was right . bernie sanders supporters have every right to be apoplectic of the complete theft of the dem primary by crooked hillary ! . . . based on that the military has hit isis much harder over the last two days . they will pay a big price for every attack on us ! isis just claimed the degenerate animal who killed and so badly wounded the wonderful people on the west side was their soldier . . . . . . pocahontas just stated that the democrats lead by the legendary crooked hillary clinton rigged the primaries ! lets go fbi amp ; justice dept . the real story on collusion is in donna b 's new book . crooked hillary bought the dnc amp ; then stole the democratic primary from crazy bernie ! . . . . people are angry . at some point the justice department and the fbi must do what is right and proper . the american public deserves it ! . . . new donna b book says she paid for and stole the dem primary . what about the deleted e mails uranium podesta the server plus plus . . . everybody is asking why the justice department and fbi isn't looking into all of the dishonesty going on with crooked hillary amp ; the dems . . my twitter account was taken down for 11 minutes by a rogue employee . i guess the word must finally be getting out and having an impact . i will be interviewed by ingrahamangle on foxnews at 10 : 00 . enjoy ! the tuckercarlson opening statement about our once cherished and great fbi was so sad to watch . james comey 's leadership was a disaster ! . . . . this is real collusion and dishonesty . major violation of campaign finance laws and money laundering where is our justice department ? donna brazile just stated the dnc rigged the system to illegally steal the primary from bernie sanders . bought and paid for by crooked h . . . . great tax cut rollout today . the lobbyists are storming capital hill but the republicans will hold strong and do what is right for america !
361,5,would very much appreciate saudi arabia doing their ipo of aramco with the new york stock exchange . important to the united states ! unemployment is down to 4 . 1 lowest in 17 years . 1 . 5 million new jobs created since i took office . highest stock market ever up 5 . 4 trillrt ivankatrump : touched by the warm hospitality of prime minister abe and the japanese people . thank you ! until next time thank you to our great military veterans and pacificcommand . remember pearlharbor . remember the ussarizona ! a day i ll never forget . https : t . co cmkb0ktkscthank you for such a beautiful welcome hawaii . my great honor to visit pacificcommand upon arrival . heading to pearl harbor w flotus now . https : t . co 6gdme9cmns
