date_idx,num_tweets,text
58,6,toyota motor said will build a new plant in baja mexico to build corolla cars for u . s . no way ! build plant in u . s . or pay big border tax . to make up their own minds as to the truth . the media lies to make it look like i am against intelligence when in fact i am a big fan ! the dishonest media likes saying that i am in agreement with julian assange wrong . i simply state what he states it is for the people . . . . . . . time for republicans amp ; democrats to get together and come up with a healthcare plan that really works much less expensive amp ; far better ! . . . do the typical political thing and blame . the fact is obamacare was a lie from the beginning . keep you doctor keep your plan ! it is . . . . the democrats lead by head clown chuck schumer know how bad obamacare is and what a mess they are in . instead of working to fix it they . .
59,12,monitoring the terrible situation in florida . just spoke to governor scott . thoughts and prayers for all . stay safe ! i am asking the chairs of the house and senate committees to investigate top secret intelligence shared with nbc prior to me seeing it . anna wintour came to my office at trump tower to ask me to meet with the editors of conde nast amp ; steven newhouse a friend . will go this am . being a movie star and that was season 1 compared to season 14 . now compare him to my season 1 . but who cares he supported kasich amp ; hillarywow the ratings are in and arnold schwarzenegger got swamped or destroyed by comparison to the ratings machine djt . so much for . . . . hopefully all supporters and those who want to make america great again will go to d . c . on january 20th . it will be a great show ! and knew they were in big trouble which is why they cancelled their big fireworks at the last minute . they saw a movement like never beforehillary and the dems were never going to beat the passion of my voters . they saw what was happening in the last two weeks before the . . . . . . the dishonest media does not report that any money spent on building the great wall for sake of speed will be paid back by mexico later ! so how and why are they so sure about hacking if they never even requested an examination of the computer servers ? what is going on ? the democratic national committee would not allow the fbi to study or see its computer info after it was supposedly hacked by russia . . . . . . how did nbc get an exclusive look into the top secret report he obama was presented ? who gave them this report and why ? politics !
60,8,congratulation to jane timken on her major upset victory in becoming the ohio republican party chair . jane is a loyal trump supporter amp ; starboth countries will perhaps work together to solve some of the many great and pressing problems and issues of the world ! have enough problems around the world without yet another one . when i am president russia will respect us far more than they do now and . . . . having a good relationship with russia is a good thing not a bad thing . only stupid people or fools would think that it is bad ! we . . . . . only reason the hacking of the poorly defended dnc is discussed is that the loss by the dems was so big that they are totally embarrassed ! intelligence stated very strongly there was absolutely no evidence that hacking affected the election results . voting machines not touched ! gross negligence by the democratic national committee allowed hacking to take place . the republican national committee had strong defense ! happy birthday erictrump ! https : t . co bjaey7qfsn
61,6,before i or anyone saw the classified and or highly confidential hacking intelligence report it was leaked out to nbcnews . so serious ! rt meetthepress : watch our interview with kellyannepolls : russia did not succeed in attempts to sway election https : t . co ezhguiubyx kellyanne conway went to meetthepress this morning for an interview with chucktodd . dishonest media cut out 9 of her 10 minutes . terrible ! foxnews : we certainly don t want intelligence interfering with politics and we don t want politics interfe https : t . co bwdjeg1d7s kellyannepolls : welcome to president and mrs . bush . https : t . co i1k4nj1gvu very nice ! i look very much forward to meeting prime minister theresa may in washington in the spring . britain a longtime u . s . ally is very special !
62,8,an old picture with nancy and ronald reagan . https : t . co 8kvq1pzpafford said last week that it will expand in michigan and u . s . instead of building a billion dollar plant in mexico . thank you ford amp ; fiat c ! it 's finally happening fiat chrysler just announced plans to invest 1billion in michigan and ohio plants adding 2000 jobs . this after . . . groveling when he totally changed a 16 year old story that he had written in order to make me look bad . just more very dishonest media ! hillary flunky who lost big . for the 100th time i never mocked a disabled reporter would never do that but simply showed him . . . . . . . meryl streep one of the most over rated actresses in hollywood doesn't know me but attacked last night at the golden globes . she is a . . . . . rupert murdoch is a great guy who likes me much better as a very successful candidate than he ever did as a very successful developer ! dishonest media says mexico won't be paying for the wall if they pay a little later so the wall can be built more quickly . media is fake !
63,4,'trump helps lift small business confidence to 12 yr . high'https : t . co mhbabrehzt https : t . co cwavj4frdx'small business optimism soars after trump election ' https : t . co wjbatp824u'u . s . small business optimism index surges by most since 1980'https : t . co x22x1bttdgthank you to all of the men and women who protect amp ; serve our communities 24 7 365 ! lawenforcementappreciationday https : t . co aqubdipsgv
64,7,intelligence agencies should never have allowed this fake news to leak into the public . one last shot at me . are we living in nazi germany ? i win an election easily a great movement is verified and crooked opponents try to belittle our victory with fake news . a sorry state ! russia has never tried to use leverage over me . i have nothing to do with russia no deals no loans no nothing ! russia just said the unverified report paid for by political opponents is a complete and total fabrication utter nonsense . very unfair ! 'buzzfeed runs unverifiable trump russia claims ' fakenews https : t . co d6dacfzhnhrt michaelcohen212 : i have never been to prague in my life . fakenews https : t . co cmil9rha3dfake news a total political witch hunt !
65,6,congrats to the senate for taking the first step to repealobamacare now it 's onto the house ! . cnn is in a total meltdown with their fake news because their ratings are tanking since election and their credibility will soon be gone ! thank you to linda bean of l . l . bean for your great support and courage . people will support you even more now . buy l . l . bean . lbperfectmainejames clapper called me yesterday to denounce the false and fictitious report that was illegally circulated . made up phony facts . too bad ! zhu amy3 : realdonaldtrump it 's morning in america again ! ! ! thank you president elect donald trump ! ! ! so proud of you ! ! ! ! thanks ! we had a great news conference at trump tower today . a couple of fake news organizations were there but the people truly get what 's going on
66,8,a beautiful funeral today for a real nyc hero detective steven mcdonald . our law enforcement community has my complete and total support . the unaffordable care act will soon be history ! have been allowed to run guilty as hell . they were very nice to her . she lost because she campaigned in the wrong states no enthusiasm ! what are hillary clinton 's people complaining about with respect to the f . b . i . based on the information they had she should never . . . . . released by intelligence even knowing there is no proof and never will be . my people will have a full report on hacking within 90 days ! totally made up facts by sleazebag political operatives both democrats and republicans fake news ! russia says nothing exists . probably . . . it now turns out that the phony allegations against me were put together by my political opponents and a failed spy afraid of being sued . . . . all of my cabinet nominee are looking good and doing a great job . i want them to be themselves and express their own thoughts not mine !
67,3,intelligence insiders now claim the trump dossier is a complete fraud ! oannmention crime infested rather than falsely complaining about the election results . all talk talk talk no action or results . sad ! congressman john lewis should spend more time on fixing and helping his district which is in horrible shape and falling apart not to . . . . . .
68,8,. nbcnews is bad but saturday night live is the worst of nbc . not funny cast is terrible always a complete hit job . really bad television ! about that . . . those intelligence chiefs made a mistake here amp ; when people make mistakes they should apologize . media should also apologizethank you to bob woodward who said that is a garbage document . . . it never should have been presented . . . trump 's right to be upset angry . . . for many years our country has been divided angry and untrusting . many say it will never change the hatred is too deep . it will change ! ! ! ! will only get higher . car companies and others if they want to do business in our country have to start making things here again . win ! the democrats are most angry that so many obama democrats voted for me . with all of the jobs i am bringing back to our nation that number . . inauguration day is turning out to be even bigger than expected . january 20th washington d . c . have fun ! congressman john lewis should finally focus on the burning and crime infested inner cities of the u . s . i can use all the help i can get !
